股票代码,公司,简介,公司网站,公司地址,公司电话
SZ002660,茂硕电源,茂硕电源科技股份有限公司的主营业务是消费电子电源和LED电源。主要的产品为SPS开关电源、LED驱动电源、光伏逆变器、光伏发电等。消费电子类电源是指为各类消费电子产品提供所需电力转换的装置，属于消费电子产品必需配件，广泛应用于移动终端、家庭娱乐等应用领域。LED驱动电源是把电源供应转换为特定的电压电流以驱动LED发光的电力转换器。“茂硕电源”已发展成为国内知名品牌，获得市场和客户的广泛认可和好评，在同行中享有较高的知名度和美誉度。,http://www.mosopower.com,广东省深圳市南山区西丽松白路1061号茂硕科技园,86-755-27659888
SH688283,坤恒顺维,成都坤恒顺维科技股份有限公司的主营业务是高端无线电测试仿真仪器仪表研发、生产和销售。公司主要产品是无线信道仿真仪、射频微波信号发生器、定制化开发产品及系统解决方案和模块化组件。公司被中国移动研究院评为2019年度“优秀供应商”，2020年公司产品无线信道仿真仪被列入“四川省名优产品目录”。,http://www.ksw-tech.com,四川省成都市郫都区高新西区新文路22号融智总部工业园26栋,86-28-87991255
SZ000506,中润资源,中润资源投资股份有限公司主营业务为以黄金为主要品种的矿业开采与房地产开发建设、销售及自有房产的出租。公司的主要产品为房地产、黄金。,http://www.sdzr.com,山东省济南市历城区经十东路7000号汉峪金谷A2-5栋23层,86-531-81665777
SH601858,中国科传,"中国科技出版传媒股份有限公司的主营业务包括图书出版业务、期刊业务、出版物进出口业务和知识服务业务等。其主要产品包括图书出版业务、期刊业务、出版物进口。
　　公司重要产品和重大项目也屡屡荣获国家级重要荣誉以及国家各类基金支持，获奖或入选数量均位列全国出版社前列。公司出版的《中国植物志》的编研荣获“国家自然科学奖一等奖”；《物理改变世界》《好玩的数学》《“天”生与“人”生——生殖与克隆》《生命奥秘丛书》等12项图书及成果先后荣获“国家科学技术进步奖”。",http://www.cspm.com.cn,北京市东城区东黄城根北街16号,86-10-64034581
SZ000504,南华生物,南华生物医药股份有限公司主要从事“生物医药”和“节能环保”两个板块的业务。公司“生物医药”板块业务包括干细胞储存及技术服务、干细胞治疗研究等;公司“节能环保”板块业务包括对外开展EMC合同能源管理业务、BT业务和相关产品的销售以及污水处理业务。,http://www.landfar.cn,湖南省长沙市岳麓区高新区岳麓西大道1698号麓谷科技创新创业园B1栋3楼,86-731-85810285
SH600706,曲江文旅,西安曲江文化旅游股份有限公司的主营业务是景区运营管理业务、历史文化主题酒店管理(含餐饮管理)业务、旅行社业务、演出演艺业务、文化旅游商品业务及其他新型旅游业务、房地产的开发和销售。公司的主要产品是景区运营管理、酒店餐饮、旅游商品销售、旅游服务(旅行社)、园林绿化。,http://www.qjtourism.com,陕西省西安市雁塔区曲江新区雁塔南路292号曲江文化大厦7-8层,86-29-89129355
SZ300655,晶瑞电材,晶瑞电子材料股份有限公司是一家微电子材料的平台型高新技术企业，围绕泛半导体材料和新能源材料两个方向，主导产品包括光刻胶及配套材料，超净高纯试剂，锂电池材料和基础化工材料等，超大规模集成电路用超净高纯双氧水技术突破了国外技术垄断，产品品质可达到10ppt以下，满足SEMI制定的最高纯度等级，成功填补了国内空白。,http://www.jingrui-chem.com.cn,江苏省苏州市吴中区吴中经济开发区河东工业园善丰路168号,86-512-66037938
SZ002126,银轮股份,浙江银轮机械股份有限公司专注于油、水、气、冷媒间的热交换器、汽车空调等热管理产品以及后处理排气系统相关产品的研发、生产与销售。公司主要产品包括传统乘用车产品、新能源汽车产品、工程机械产品、发动机后处理产品、商用车产品、工业用\民用产品。公司成为国内汽车热管理行业的龙头企业，拥有国内顶尖的热交换器批量化生产能力和国内顶尖的系统化的汽车热交换器技术储备。,http://www.yinlun.cn,浙江省台州市天台县福溪街道始丰东路8号,86-576-83938250
SZ002301,齐心集团,"深圳齐心集团股份有限公司主要业务为B2B办公物资研发、生产和销售；SAAS云视频服务等。主要产品有办公用品、办公设备、互联网SAAS软件及服务。　　
    2021年5月29日召开的2021（第四届）中国集采供应链企业高峰论坛暨中央企业集采供应商共享招募大会上，经大会评审委员会对公司数字化采购服务的发展综合评价，公司获评“2021年度中央企业集采平台十佳服务商”奖项。2021年5月31日，公司荣获托比网第四届中国工业品数字化高峰论坛“2021年企业采购服务数字化先锋奖”。2021年7月，公司荣获迪赛网2021工业互联网创新峰会“2020-2021年度互联网产业领军企业”、“2020-2021年度互联网产业最佳解决方案”双项荣誉。",http://www.qx.com,广东省深圳市坪山区锦绣中路18号齐心科技园,86-755-83002400
SH600490,鹏欣资源,鹏欣环球资源股份有限公司主要业务是金属铜、金、钴的开采、加工、冶炼及销售，除此之外，公司的业务范围还包括贸易、金融以及生态修复等领域，即采用先进高效的湿法冶炼技术将铜矿石转化为阴极铜产品，然后出售以获得盈利。公司主要产品是自产阴极铜，可广泛应用于电气、轻工、家电、机械制造、建筑、国防工业等领域。,http://www.pengxinzy.com.cn,上海市闵行区联航路1188号32号楼,86-21-61679636
SZ300390,天华新能,苏州天华新能源科技股份有限公司的主营业务为防静电超净技术产品、医疗器械和锂电材料业务等。主要产品包括:自毁式注射器、安全式注射器、高压注射器、氢氧化锂、碳酸锂、防静电超净技术产品、疫情防护产品等。报告期内，公司“GB/T 35266-2017纺织品织物中复合超细纤维开纤率的测定”项目荣获2019年度中国纺织工业联合会科技进步奖二等奖；公司洁净室用无尘擦拭布、静电及微污染消除与监控系统产品被中国电子信息行业联合会授予“2021年中国品牌日电子信息行业国货新品”荣誉。,http://www.canmax.com.cn,江苏省苏州市吴中区工业园区双马街99号,86-512-62852336
SZ002499,科林退,科林环保装备股份有限公司的主营业务为地面光伏电站、分布式光伏电站项目的开发、投资、建设和运营。公司的主要产品及服务为光伏电站EPC承包、电站运营维护及其他。,重庆市渝北区龙塔街道红黄路121号紫荆商业广场1幢37楼,86-15736202499,
SH688589,XD力合微,深圳市力合微电子股份有限公司主营业务为物联网通信技术及专用芯片设计开发。公司的核心产品为电力线载波通信芯片及相关模块产品，其他产品包括载波/微功率无线双模通信芯片、电能计量芯片、数字电视芯片等及基于芯片的应用模块产品。公司拥有国家高新技术企业证书、集成电路设计企业认定证书、国家规划布局内集成电路设计企业证书、软件企业认定证书、ISO三体系认证证书、中国AAA级信用企业证书。公司共参与制定国家及团体标准12项，其中国家标准10项、团体标准2项，主导制定国家标准3项。,http://www.leaguerme.com,广东省深圳市南山区西丽街道高新技术产业园清华信息港科研楼11楼1101,86-755-26719968
SZ301026,浩通科技,"徐州浩通新材料科技股份有限公司的主营业务为贵金属二次资源综合利用及相关产品的研发、生产与销售。主要产品为铂、银、钯等贵金属及其系列深加工产品，并为客户提供贵金属回收服务。
    公司获得了“江苏省专精特新产品-高纯度、高活性铂粉(海绵铂)”、“国家知识产权优势企业”、“中国有色金属工业科学技术奖二等奖(齿科烤瓷修复用金基和钯基合金化学分析方法)”、“环境保护科学技术奖三等奖(“电子废弃物有价成分脉动气流分选及应用”项目)”等多项荣誉。",http://www.hootech.com.cn,江苏省徐州市鼓楼区经济开发区刘荆路1号,86-516-87980258
SZ300148,天舟文化,天舟文化股份有限公司的主营业务为手图书出版与发行，教育服务，手机游戏的研发、发行、代理与运营等业务。公司主要产品为青少年类图书、社科类图书、移动网游戏-忘仙、移动网游戏-卧虎藏龙等。公司荣获 2019 中国上市公司口碑榜“最具社会责任上市公司奖”。,http://www.t-angel.com,湖南省长沙市岳麓区银杉路31号绿地中央广场紫峰写字楼6栋33楼,86-731-88834956
